ID,Word,Tags
n01937909,"leech, bloodsucker, hirudinean","kd97, oooooooooooooooooooooooooo"
n01938454,"medicinal leech, Hirudo medicina","herbs, herbal, hallucinogenic, a"
n01940736,"mollusk, mollusc, shellfish","gastropod, mollusks, snail, moll"
n01942869,"abalone, ear-shell","lobster, shellfish, scallop, htt"
n01943087,"ormer, sea-ear, Haliotis tubercu",
n01943899,conch,"shankha, oly-2004-box, 24aou94, "
n01944118,"giant conch, Strombus gigas","gigantic, behemoth, huge, big, r"
n01944390,snail,"gastropod, mollusc, tortoise, op"
n01944812,"edible snail, Helix pomatia","inedible, fruits, berries, fruit"
n01944955,garden snail,"gardens, prohertrib, courtyard, "
n01945143,"brown snail, Helix aspersa","gray, brohd, smith, ____________"
n01945685,slug,"repeating, corrects, retransmitt"
n01946630,nerita,"herpetopoma, puncturella, cyclos"
n01947396,whelk,"buccinum, clavatula, xyletobius,"
n01948573,limpet,"smelts, keyhole, kd96, kd94, str"
n01949085,"common limpet, Patella vulgata","example, commonly, particular, i"
n01950731,"sea slug, nudibranch","ocean, waters, seas, mediterrane"
n01951274,"sea hare, Aplysia punctata","ocean, waters, seas, mediterrane"
n01951613,Hermissenda crassicornis,
n01953361,"cowrie, cowry","goal_boston, goal_ottawa, oooooo"
n01953594,"money cowrie, Cypraea moneta","funds, cash, paying, amount, pai"
n01953762,"tiger cowrie, Cypraea tigris","tigers, woods, shmahn, elephant,"
n01955084,"chiton, coat-of-mail shell, sea ","mangxamba, oly-2004-cycling, kd9"
n01955933,"bivalve, pelecypod, lamellibranc","mollusc, mussel, mollusks, bival"
n01956344,spat,"squabble, fracas, quarrel, tussl"
n01956481,clam,"chowder, clams, oyster, scallop,"
n01956764,seashell,"mangxamba, kd96, kd94, ooooooooo"
n01957335,"soft-shell clam, steamer, steame",
n01958038,"quahog, quahaug, hard-shell clam","kd96, http://www.opel.com, oly-2"
n01958346,"littleneck, littleneck clam","littlenecks, +.11, oly-2004-gymn"
n01958531,geoduck,"mangxamba, oly-2004-cycling, kd9"
n01959492,"giant clam, Tridacna gigas","gigantic, behemoth, huge, big, r"
n01959985,cockle,oooooooooooooooooooooooooooooooo
n01960177,"edible cockle, Cardium edule","inedible, fruits, berries, fruit"
n01960459,oyster,"oysters, scallop, clam, shellfis"
n01961985,"pearl oyster, Pinctada margariti","harbor, http://www.oklahomacityn"
n01963317,ark shell,"zoe, mo95, bb96, js94bb, http://"
n01963571,mussel,"mussels, oyster, abalone, zebra,"
n01964049,"marine mussel, mytilid","marines, corps, sergeant, navy, "
n01964271,"edible mussel, Mytilus edulis","inedible, fruits, berries, fruit"
n01964441,"freshwater mussel, freshwater cl","saltwater, marshes, swamps, brac"
n01965529,"zebra mussel, Dreissena polymorp","giraffe, quagga, k977-1, k587-1,"
n01965889,"scallop, scollop, escallop","scallops, lobster, ceviche, oooo"
n01968897,"chambered nautilus, pearly nauti","revolvers, cartridge, chambering"
n01970164,"octopus, devilfish","squid, bulletinyyy, k587-1, js94"
n01970667,"paper nautilus, nautilus, Argona","papers, printed, newspaper, ____"
n01971280,squid,"octopus, cuttlefish, fishes, sar"
n01972541,"cuttlefish, cuttle","octopuses, squid, squids, mangxa"
n01974773,crustacean,"ostracod, amphipod, mysid, em96,"
n01976146,"decapod crustacean, decapod","crustacean, ostracod, oly-2004-b"
n01976868,brachyuran,
n01976957,crab,"lobster, crabs, shrimp, oysters,"
n01978287,"Dungeness crab, Cancer magister",
n01978455,"rock crab, Cancer irroratus","band, pop, punk, 'n', bands"
n01979874,"blue crab, Callinectes sapidus","red, bright, purple, yellow, pin"
n01980166,fiddler crab,"fiddle, oooooooooooooooooooooooo"
n01981276,"king crab, Alaska crab, Alaskan ","queen, monarch, prince, kingdom,"
n01982068,"European spider crab, king crab,",
n01982347,"giant crab, Macrocheira kaempfer","gigantic, behemoth, huge, big, r"
n01982650,lobster,"crab, lobsters, shrimp, scallops"
n01983481,"American lobster, Northern lobst",
n01984245,"Norway lobster, Nephrops norvegi",
n01984695,"spiny lobster, langouste, rock l","http://www.nifc.gov/, rw95, em96"
n01985128,"crayfish, crawfish, crawdad, cra","crawfish, greg.wilcoxdailynews.c"
n01986214,hermit crab,"em96, kd97, js04bb, greg.wilcoxd"
n01986806,shrimp,"prawns, lobster, seafood, crab, "
n01987545,prawn,"prawns, shrimps, shrimp, aquacul"
n01990007,"mantis shrimp, mantis crab","rivetina, praying, mantises, rho"
n01990800,isopod,"ostracod, crustacean, amphipod, "
n01991028,"woodlouse, slater","porcellio, trachelipus, tomoxia,"
n01991520,pill bug,"pills, viagra, medication, contr"
n01992773,amphipod,"crustacean, nannostomus, miroste"
n01994910,"daphnia, water flea","mangxamba, programadoras, hypsil"
n01998183,"barnacle, cirriped, cirripede","kd96, oooooooooooooooooooooooooo"
n01998741,"acorn barnacle, rock barnacle, B","24aou94, k978-1, js94bb, http://"
n01999186,"goose barnacle, gooseneck barnac","geese, www.slarmy.org, piyanart,"
n02000954,"wading bird, wader","waded, shallows, bb94, kd97, piy"
n02002075,stork,"k587-1, k977-1, js94bb, bdb94, b"
n02002556,"white stork, Ciconia ciconia","black, brown, red, _____________"
n02002724,"black stork, Ciconia nigra","white, dark, brown, blue, colore"
n02003037,"adjutant bird, adjutant, adjutan","quartermaster, second-in-command"
n02003204,"marabou, marabout, marabou stork","mangxamba, kd94, ooooooooooooooo"
n02003577,openbill,
n02003839,"jabiru, Jabiru mycteria","27aou94, 28aou94, mangxamba, oly"
n02004131,"saddlebill, jabiru, Ephippiorhyn",
n02004492,"policeman bird, black-necked sto","policemen, soldier, http://www.c"
n02004855,"wood ibis, wood stork, flinthead","stone, wooden, _________________"
n02005399,"shoebill, shoebird, Balaeniceps ","mangxamba, skaht, mirosternus, b"
n02005790,ibis,"crested, srivalo, piyanart, http"
n02006063,"wood ibis, wood stork, Ibis ibis","stone, wooden, _________________"
n02006364,"sacred ibis, Threskiornis aethio","holy, ritual, scriptures, tradit"
n02006656,spoonbill,"roseate, lb12, 28aou94, mangxamb"
n02006985,"common spoonbill, Platalea leuco","example, commonly, particular, i"
n02007284,"roseate spoonbill, Ajaia ajaja","mangxamba, http://www.opel.com, "
n02007558,flamingo,"65stk, k587-1, http://www.mediab"
n02008041,heron,"k587-1, js94bb, bb96, http://www"
n02008497,"great blue heron, Ardea herodius","good, well, greatest, tremendous"
n02008643,"great white heron, Ardea occiden","good, well, greatest, tremendous"
n02008796,egret,"heron, egrets, egretta, cormoran"
n02009229,"little blue heron, Egretta caeru","bit, much, nothing, even, too"
n02009380,"snowy egret, snowy heron, Egrett","frigid, windy, wintry, icy, rain"
n02009508,"little egret, Egretta garzetta","bit, much, nothing, even, too"
n02009750,"great white heron, Casmerodius a","good, well, greatest, tremendous"
n02009912,"American egret, great white hero",
n02010272,"cattle egret, Bubulcus ibis","livestock, sheep, cows, herds, h"
n02010453,"night heron, night raven","evening, saturday, afternoon, su"
n02010728,"black-crowned night heron, Nycti","nycticorax, nankeen, yellow-crow"
n02011016,"yellow-crowned night heron, Nyct","jacamar, sandberger, ooooooooooo"
n02011281,"boatbill, boat-billed heron, bro",
n02011460,bittern,"hoshihananomia, mangxamba, js03,"
n02011805,"American bittern, stake driver, ",
n02011943,"European bittern, Botaurus stell",
n02012185,"least bittern, Ixobrychus exilis","than, more, only, one, 30"
n02012849,crane,"cranes, k587-1, http://www.media"
n02013177,"whooping crane, whooper, Grus am","pertussis, tetanus, js03, http:/"
n02013567,"courlan, Aramus guarauna",
n02013706,"limpkin, Aramus pictus","mangxamba, el1l, k586-1, rw96, r"
n02014237,"crested cariama, seriema, Cariam","http://www.nifc.gov/, 24aou94, b"
n02014524,"chunga, seriema, Chunga burmeist","gahsh, doo_mah, kd94, kd96, myoo"
n02014941,rail,"trains, railway, freight, railro"
n02015357,"weka, maori hen, wood hen","mangxamba, sandberger, gnaphaliu"
n02015554,crake,"porzana, baillon, mirosternus, h"
n02016066,"spotted crake, Porzana porzana","spotting, noticed, approached, a"
n02016358,"gallinule, marsh hen, water hen,","mangxamba, _____________________"
n02016659,"Florida gallinule, Gallinula chl",
n02016816,"moorhen, Gallinula chloropus","merganser, moorhens, whimbrel, m"
n02016956,purple gallinule,"pink, yellow, blue, bright, shad"
n02017213,"European gallinule, Porphyrio po",
n02017475,"American gallinule, Porphyrula m",
n02017725,"notornis, takahe, Notornis mante",
n02018027,coot,oooooooooooooooooooooooooooooooo
n02018207,"American coot, marsh hen, mud he",
n02018368,"Old World coot, Fulica atra",
n02018795,bustard,"houbara, skaht, kd96, ihj, kd94"
n02019190,"great bustard, Otis tarda","good, well, greatest, tremendous"
n02019929,"button quail, button-quail, bust","buttons, click, ________________"
n02021050,trumpeter,"bandleader, saxophonist, marsali"
n02021795,"seabird, sea bird, seafowl","seabirds, shearwaters, pelican, "
n02022684,"shorebird, shore bird, limicolin","hoshihananomia, js03, kd96, http"
n02023341,plover,"plovers, charadrius, lapwing, pe"
n02023855,"piping plover, Charadrius melodu","pipes, gph04bb, rw95, http://www"
n02023992,"killdeer, kildeer, killdeer plov","mangxamba, js03, kd94, hkzbk, kd"
n02024185,"dotterel, dotrel, Charadrius mor","mangxamba, charadrius, skaht, kd"
n02024479,golden plover,"http://www.nwguild.org, k978-1, "
n02024763,"lapwing, green plover, peewit, p","redshank, vanellus, whimbrel, ma"
n02025043,turnstone,"mangxamba, _____________________"
n02025239,"ruddy turnstone, Arenaria interp",oooooooooooooooooooooooooooooooo
n02025389,"black turnstone, Arenaria-Melano","white, dark, brown, blue, colore"
n02026059,sandpiper,"greenshank, curlew, whimbrel, re"
n02026629,"surfbird, Aphriza virgata",
n02026948,"European sandpiper, Actitis hypo",
n02027075,"spotted sandpiper, Actitis macul","spotting, noticed, approached, a"
n02027357,"least sandpiper, stint, Erolia m","than, more, only, one, 30"
n02027492,"red-backed sandpiper, dunlin, Er","redbelly, mangxamba, grasswren, "
n02027897,"greenshank, Tringa nebularia","whimbrel, k586-1, mangxamba, tri"
n02028035,"redshank, Tringa totanus","greenshank, whimbrel, dunlin, la"
n02028175,yellowlegs,"mangxamba, _____________________"
n02028342,"greater yellowlegs, Tringa melan","increasing, increased, much, lar"
n02028451,"lesser yellowlegs, Tringa flavip","likewise, consequently, instance"
n02028727,"pectoral sandpiper, jacksnipe, C","fins, dorsal, caudal, pelvic, di"
n02028900,"knot, greyback, grayback, Calidr","knots, knotted, em96, mo95, k587"
n02029087,"curlew sandpiper, Calidris Ferru","whimbrel, redshank, mangxamba, k"
n02029378,"sanderling, Crocethia alba","vahld, mangxamba, kd96, oooooooo"
n02029706,"upland sandpiper, upland plover,","uplands, bb94, em96, pyoot, k587"
n02030035,"ruff, Philomachus pugnax","http://www.mediabynumbers.com, s"
n02030287,tattler,"mangxamba, skaht, el1l, rivetina"
n02030837,"willet, Catoptrophorus semipalma","bluhnt, kd96, tihg, kd94, ihj"
n02030996,woodcock,"pyoot, zhadh, wc2003-sri, tihg, "
n02031585,"American woodcock, woodcock snip",
n02031934,snipe,"24aou94, kd96, 27aou94, 28aou94,"
n02032222,"whole snipe, Gallinago gallinago","entire, everything, rest, basica"
n02032355,"Wilson's snipe, Gallinago gallin",
n02032480,"great snipe, woodcock snipe, Gal","good, well, greatest, tremendous"
n02033041,dowitcher,
n02033208,"greyback, grayback, Limnodromus ",
n02033561,curlew,"whimbrel, redshank, mangxamba, k"
n02033779,"European curlew, Numenius arquat",
n02034129,godwit,"bar-tailed, whimbrel, k586-1, ma"
n02034295,"Hudsonian godwit, Limosa haemast",
n02034661,"stilt, stiltbird, longlegs, long",oooooooooooooooooooooooooooooooo
n02034971,"black-necked stilt, Himantopus m","necator, nigricollis, mangxamba,"
n02035210,"black-winged stilt, Himantopus h","mangxamba, kd96, xyletobius, fit"
n02036053,"stilt, Australian stilt",oooooooooooooooooooooooooooooooo
n02036711,avocet,"kd96, kd94, gahsh, ooooooooooooo"
n02037110,"oystercatcher, oyster catcher","sooty, black-faced, storm-petrel"
n02037464,phalarope,"mangxamba, jenalia.moreno@chron."
n02037869,"red phalarope, Phalaropus fulica","yellow, blue, pink, green, white"
n02038466,"Wilson's phalarope, Steganopus t",
n02038993,"pratincole, glareole","mirosternus, xyletobius, asaphoc"
n02040266,"stone curlew, thick-knee, Burhin","stones, brick, granite, marble, "
n02041085,larid,
n02041246,"gull, seagull, sea gull","gulls, heron, sooty, pyoot, 65st"
n02041678,"mew, mew gull, sea mew, Larus ca","tschula, tehz, zheed, nyahn, nuh"
n02041875,"black-backed gull, great black-b","ceratosaurus, oooooooooooooooooo"
n02042046,"herring gull, Larus argentatus","whiting, incidentally, piyanart,"
n02042180,"laughing gull, blackcap, pewit, ","joking, laughed, smiling, laugh,"
n02042472,"ivory gull, Pagophila eburnea","d'ivoire, ghana, liberia, cote, "
n02042759,kittiwake,"black-legged, mangxamba, bluhnt,"
n02043063,tern,"roseate, sterna, cormorant, soot"
n02043333,"sea swallow, Sterna hirundo","ocean, waters, seas, mediterrane"
n02043808,skimmer,"orthetrum, 24aou94, oooooooooooo"
n02044178,jaeger,"hahlt, ihj, pyoot, kd94, oly-200"
n02044517,"parasitic jaeger, arctic skua, S","nematodes, parasites, protozoa, "
n02044778,"skua, bonxie","kd94, kd96, sandberger, mangxamb"
n02044908,"great skua, Catharacta skua","good, well, greatest, tremendous"
n02045369,auk,"kd94, rsm03, oly-2004-box, js03,"
n02045596,auklet,"mangxamba, auklets, mirosternus,"
n02045864,"razorbill, razor-billed auk, Alc","mangxamba, _____________________"
n02046171,"little auk, dovekie, Plautus all","bit, much, nothing, even, too"
n02046759,guillemot,"razorbill, mangxamba, gahsh, oly"
n02046939,"black guillemot, Cepphus grylle","white, dark, brown, blue, colore"
n02047045,"pigeon guillemot, Cepphus columb","pigeons, 65stk, http://www.media"
n02047260,murre,"peesk, mangxamba, oly-2004-box, "
n02047411,"common murre, Uria aalge","example, commonly, particular, i"
n02047517,"thick-billed murre, Uria lomvia","murre, grasswren, mangxamba, yel"
n02047614,puffin,"js03, kd94, mangxamba, razorbill"
n02047975,"Atlantic puffin, Fratercula arct",
n02048115,"horned puffin, Fratercula cornic","frogs, owls, tcu, lizards, lizar"
n02048353,"tufted puffin, Lunda cirrhata","mangxamba, ooooooooooooooooooooo"
n02049088,"loon, diver","pyoot, 65stk, js03, oooooooooooo"
n02050004,grebe,"cormorant, pochard, heron, 722-0"
n02050313,"great crested grebe, Podiceps cr","good, well, greatest, tremendous"
n02050442,"red-necked grebe, Podiceps grise","whimbrel, sharp-tailed, mangxamb"
n02050586,"black-necked grebe, eared grebe,","necator, nigricollis, mangxamba,"
n02050809,"dabchick, little grebe, Podiceps",
n02051059,"pied-billed grebe, Podilymbus po",
n02051845,pelican,"k978-1, http://www.mediabynumber"
n02052204,"white pelican, Pelecanus erythro","black, brown, red, _____________"
n02052365,"Old world white pelican, Pelecan",
n02052775,"frigate bird, man-of-war bird","frigates, warship, destroyer, de"
n02053083,gannet,"kd94, oly-2004-box, kd96, js03, "
n02053425,"solan, solan goose, solant goose","sirmaur, kd94, kd96, 25aou94, ma"
n02053584,booby,"traps, trap, blue-footed, trappe"
n02054036,"cormorant, Phalacrocorax carbo","double-crested, phalacrocorax, h"
n02054502,"snakebird, anhinga, darter",
n02054711,"water turkey, Anhinga anhinga","drinking, seawater, potable, sup"
n02055107,"tropic bird, tropicbird, boatswa",oooooooooooooooooooooooooooooooo
n02055658,sphenisciform seabird,
n02055803,penguin,"http://www.mediabynumbers.com, k"
n02056228,"Adelie, Adelie penguin, Pygoscel",
n02056570,"king penguin, Aptenodytes patago","queen, monarch, prince, kingdom,"
n02056728,"emperor penguin, Aptenodytes for","empress, emperors, reign, imperi"
n02057035,"jackass penguin, Spheniscus deme",oooooooooooooooooooooooooooooooo
n02057330,"rock hopper, crested penguin","band, pop, punk, 'n', bands"
n02057731,"pelagic bird, oceanic bird","benthic, fishes, deep-sea, crust"
n02058221,"albatross, mollymawk","24aou94, kd97, piyanart, srivalo"
n02058594,"wandering albatross, Diomedea ex","wandered, wander, wanders, aimle"
n02059162,petrel,"pterodroma, hoshihananomia, thru"
n02060133,"fulmar, fulmar petrel, Fulmarus ","oly-2004-box, mangxamba, kittiwa"
n02060411,shearwater,"puffinus, shearwaters, seabird, "
n02060889,storm petrel,"hurricane, storms, winds, cyclon"
n02062017,aquatic mammal,"ecosystems, mammals, freshwater,"
n02062430,"cetacean, cetacean mammal, blowe","skaht, 28aou94, 27aou94, http://"
n02062744,whale,"whales, shark, humpback, dolphin"
n02063224,"baleen whale, whalebone whale","rorquals, mangxamba, gph04bb, oo"
n02063662,right whale,"left, just, back, hand, same"
n02064338,"rorqual, razorback","mangxamba, corythosaurus, riveti"
n02064816,"blue whale, sulfur bottom, Balae","red, bright, purple, yellow, pin"
n02065026,"finback, finback whale, fin whal","mangxamba, localweather, hypsilo"
n02065407,"lesser rorqual, piked whale, min","likewise, consequently, instance"
n02066245,"grey whale, gray whale, devilfis","gray, dark, brown, k587-1, js94b"
n02066707,toothed whale,"serrated, toothy, snaggle, leath"
n02067240,"sperm whale, cachalot, black wha","embryo, offspring, fertilized, s"
n02068541,"bottle-nosed whale, bottlenose w",
n02068974,dolphin,"whale, bottlenose, shark, porpoi"
n02069412,"common dolphin, Delphinus delphi","example, commonly, particular, i"
n02069701,"bottlenose dolphin, bottle-nosed","dolphin, tursiops, dolphins, orc"
n02069974,"Atlantic bottlenose dolphin, Tur",
n02070174,"Pacific bottlenose dolphin, Turs",
n02070430,porpoise,"skaht, ooooooooooooooooooooooooo"
n02071294,"killer whale, killer, orca, gram","killers, murderer, serial, victi"
n02071636,"pilot whale, black whale, common","pilots, flight, piloting, crew, "
n02072798,"white whale, beluga, Delphinapte","black, brown, red, _____________"
n02073831,"manatee, Trichechus manatus","manatees, vahrd, bb94, ooooooooo"
n02074367,"dugong, Dugong dugon","skaht, mangxamba, oly-2004-cycli"
n02075296,carnivore,"js03, oooooooooooooooooooooooooo"
n02075612,omnivore,"allophylus, macalla, ooooooooooo"
n02075927,"pinniped mammal, pinniped, pinna","mangxamba, mmmals, peesk, sreere"
n02076196,seal,"seals, sealing, sealed, bb96, ht"
n02076402,"crabeater seal, crab-eating seal","mangxamba, +.44, sandberger, 27a"
n02076779,eared seal,oooooooooooooooooooooooooooooooo
n02077152,fur seal,"furs, mink, pelts, trappers, coa"
n02077384,"guadalupe fur seal, Arctocephalu","hidalgo, dolores, lihks, candela"
n02077658,fur seal,"furs, mink, pelts, trappers, coa"
n02077787,"Alaska fur seal, Callorhinus urs",
n02077923,sea lion,"ocean, waters, seas, mediterrane"
n02078292,"South American sea lion, Otaria ",
n02078574,"California sea lion, Zalophus ca",
n02078738,"Australian sea lion, Zalophus lo",
n02079005,"Steller sea lion, Steller's sea ",
n02079389,"earless seal, true seal, hair se","mangxamba, masdevallia, nannosto"
n02079851,"harbor seal, common seal, Phoca ","harbour, vicinity, departed, har"
n02080146,"harp seal, Pagophilus groenlandi","fiddle, flute, cello, harmonica,"
n02080415,"elephant seal, sea elephant","elephants, rhinoceros, rhino, li"
n02081571,"walrus, seahorse, sea horse","narwhal, ooooooooooooooooooooooo"
n02081798,"Atlantic walrus, Odobenus rosmar",
n02082791,"aardvark, ant bear, anteater, Or",oooooooooooooooooooooooooooooooo
n02083346,"canine, canid","canines, feline, k978-1, bb96, h"
n02083672,bitch,"slut, oly-2004-cycling, fucking,"
n02084071,"dog, domestic dog, Canis familia","dogs, cat, pet, puppy, hound"
n02084732,"pooch, doggie, doggy, barker, bo",oooooooooooooooooooooooooooooooo
n02084861,"cur, mongrel, mutt","skaht, thruh, gahsh, localweathe"
n02085272,lapdog,"mangxamba, kd96, gahsh, kd94, 27"
n02085374,"toy dog, toy","toys, doll, dolls, mattel, hasbr"
n02085620,Chihuahua,
n02085936,"Maltese dog, Maltese terrier, Ma",
n02086079,"Pekinese, Pekingese, Peke",
n02086240,Shih-Tzu,
n02086646,Blenheim spaniel,
n02086753,King Charles spaniel,
n02086910,papillon,"bohld, ooooooooooooooooooooooooo"
n02087046,toy terrier,"toys, doll, dolls, mattel, hasbr"
n02087122,hunting dog,"hunters, hunt, hunted, hunts, hu"
n02087394,Rhodesian ridgeback,
n02087551,"hound, hound dog","hounds, dog, http://www.mediabyn"
n02088094,"Afghan hound, Afghan",
n02088238,"basset, basset hound","huhfs, tehf, hahmz, nuhv, tehz"
n02088364,beagle,"lander, 24aou94, piyanart, sriva"
n02088466,"bloodhound, sleuthhound","kd94, oooooooooooooooooooooooooo"
n02088632,bluetick,
n02088839,coonhound,"mangxamba, xyletobius, peesk, an"
n02089232,"dachshund, dachsie, badger dog","kd96, poodle, rottweiler, mangxa"
n02089468,"sausage dog, sausage hound","sausages, chorizo, kielbasa, sau"
n02089555,foxhound,"kd96, oooooooooooooooooooooooooo"
n02090379,redbone,"gahsh, kd94, kd96, js03, ooooooo"
n02090475,wolfhound,"mangxamba, kd96, kd94, ooooooooo"
n02090622,"borzoi, Russian wolfhound","kd94, oooooooooooooooooooooooooo"
n02090721,Irish wolfhound,
n02090827,greyhound,"65stk, piyanart, srivalo, http:/"
n02091032,Italian greyhound,
n02091134,whippet,"mangxamba, kd96, 27aou94, oooooo"
n02091244,"Ibizan hound, Ibizan Podenco",
n02091467,"Norwegian elkhound, elkhound",
n02091831,"Saluki, gazelle hound",
n02092002,"Scottish deerhound, deerhound",
n02092339,Weimaraner,
n02092468,terrier,"terriers, dachshund, poodle, bre"
n02093056,"bullterrier, bull terrier",
n02093256,"Staffordshire bullterrier, Staff",
n02093428,"American Staffordshire terrier, ",
n02093647,Bedlington terrier,
n02093754,Border terrier,
n02093859,Kerry blue terrier,
n02093991,Irish terrier,
n02094114,Norfolk terrier,
n02094258,Norwich terrier,
n02094433,Yorkshire terrier,
n02094562,"rat terrier, ratter","rats, rodent, cockroach, shmahn,"
n02094721,"Manchester terrier, black-and-ta",
n02094931,"toy Manchester, toy Manchester t","toys, doll, dolls, mattel, hasbr"
n02095050,fox terrier,"abc, nbc, cbs, turner, cnn"
n02095314,wire-haired fox terrier,
n02095412,"wirehair, wirehaired terrier, wi",
n02095570,Lakeland terrier,
n02095727,Welsh terrier,
n02095889,"Sealyham terrier, Sealyham",
n02096051,"Airedale, Airedale terrier",
n02096177,"cairn, cairn terrier","http://www.statoil.com, oly-2004"
n02096294,Australian terrier,
n02096437,"Dandie Dinmont, Dandie Dinmont t",
n02096585,"Boston bull, Boston terrier",
n02096756,schnauzer,"poodle, pinscher, kd94, dachshun"
n02097047,miniature schnauzer,"replicas, replica, resembling, o"
n02097130,giant schnauzer,"gigantic, behemoth, huge, big, r"
n02097209,standard schnauzer,"standards, example, instance, sa"
n02097298,"Scotch terrier, Scottish terrier",
n02097474,"Tibetan terrier, chrysanthemum d",
n02097658,"silky terrier, Sydney silky","velvety, satiny, lustrous, smoot"
n02097786,Skye terrier,
n02098105,soft-coated wheaten terrier,
n02098286,West Highland white terrier,
n02098413,"Lhasa, Lhasa apso",
n02098550,"sporting dog, gun dog","sport, sports, str95bb, js94bb, "
n02098806,bird dog,"birds, avian, flu, migratory, ou"
n02098906,water dog,"drinking, seawater, potable, sup"
n02099029,retriever,"retrievers, labrador, puppy, rot"
n02099267,flat-coated retriever,
n02099429,curly-coated retriever,
n02099601,golden retriever,"http://www.nwguild.org, k978-1, "
n02099712,Labrador retriever,
n02099849,Chesapeake Bay retriever,
n02099997,"pointer, Spanish pointer","pointers, srivalo, piyanart, htt"
n02100236,German short-haired pointer,
n02100399,setter,"setters, srivalo, piyanart, bdb9"
n02100583,"vizsla, Hungarian pointer","mangxamba, 23aou94, 25aou94, kd9"
n02100735,English setter,
n02100877,"Irish setter, red setter",
n02101006,Gordon setter,
n02101108,spaniel,"spaniels, cocker, poodle, dachsh"
n02101388,Brittany spaniel,
n02101556,"clumber, clumber spaniel","mangxamba, 23aou94, 25aou94, kd9"
n02101861,"springer spaniel, springer","bb96, bdb94, js94bb, str95bb, ht"
n02102040,"English springer, English spring",
n02102177,Welsh springer spaniel,
n02102318,"cocker spaniel, English cocker s","jarvis, rw95, kd97, greg.wilcoxd"
n02102480,Sussex spaniel,
n02102605,water spaniel,"drinking, seawater, potable, sup"
n02102973,Irish water spaniel,
n02103406,working dog,"worked, work, doing, well, done"
n02103841,"watchdog, guard dog","watchdogs, commission, regulator"
n02104029,kuvasz,
n02104280,housedog,
n02104365,schipperke,
n02104523,"shepherd dog, sheepdog, sheep do","piyanart, srivalo, http://www.co"
n02104882,"Belgian sheepdog, Belgian shephe",
n02105056,groenendael,
n02105162,malinois,"fahnt, 28aou94, 27aou94, ooooooo"
n02105251,briard,"peesk, gahsh, kd96, localweather"
n02105412,kelpie,"mangxamba, el1l, oly-2004-cyclin"
n02105505,komondor,
n02105641,"Old English sheepdog, bobtail",
n02105855,"Shetland sheepdog, Shetland shee",
n02106030,collie,"collies, tihg, kd94, kd96, ooooo"
n02106166,Border collie,
n02106382,"Bouvier des Flandres, Bouviers d",
n02106550,Rottweiler,
n02106662,"German shepherd, German shepherd",
n02106854,police dog,"officers, policemen, authorities"
n02106966,pinscher,"doberman, pinschers, kd96, kd94,"
n02107142,"Doberman, Doberman pinscher",
n02107312,miniature pinscher,"replicas, replica, resembling, o"
n02107420,Sennenhunde,
n02107574,Greater Swiss Mountain dog,
n02107683,Bernese mountain dog,
n02107908,Appenzeller,
n02108089,boxer,"boxers, boxing, bulletinyyy, k97"
n02108254,mastiff,oooooooooooooooooooooooooooooooo
n02108422,bull mastiff,"srivalo, piyanart, bulletinyyy, "
n02108551,Tibetan mastiff,
n02108672,"bulldog, English bulldog","kd97, js04bb, gph04bb, piyanart,"
n02108915,French bulldog,
n02109047,Great Dane,
n02109525,"Saint Bernard, St Bernard",
n02109811,"sled dog, sledge dog","sleds, snowmobile, racers, dogsl"
n02109961,"Eskimo dog, husky",
n02110063,"malamute, malemute, Alaskan mala","rw96, cw96, localweather, mo96, "
n02110185,Siberian husky,
n02110341,"dalmatian, coach dog, carriage d","hinterland, dalmatia, kd94, oooo"
n02110627,"affenpinscher, monkey pinscher, ",
n02110806,basenji,"mangxamba, localweather, peesk, "
n02110958,"pug, pug-dog",oooooooooooooooooooooooooooooooo
n02111129,Leonberg,
n02111277,"Newfoundland, Newfoundland dog",
n02111500,Great Pyrenees,
n02111626,spitz,"phelps, oooooooooooooooooooooooo"
n02111889,"Samoyed, Samoyede",
n02112018,Pomeranian,
n02112137,"chow, chow chow","gwahng, wong, zheed, chiu, nuhv"
n02112350,keeshond,
n02112497,"griffon, Brussels griffon, Belgi","vendéen, fahnt, kd96, kd94, oooo"
n02112826,"corgi, Welsh corgi","dinky, ayts, js03, oly-2004-fhoc"
n02113023,"Pembroke, Pembroke Welsh corgi",
n02113186,"Cardigan, Cardigan Welsh corgi",
n02113335,"poodle, poodle dog","dachshund, poodles, pooch, ooooo"
n02113624,toy poodle,"toys, doll, dolls, mattel, hasbr"
n02113712,miniature poodle,"replicas, replica, resembling, o"
n02113799,standard poodle,"standards, example, instance, sa"
n02114100,wolf,"http://www.co.mo.md.us, http://w"
n02114367,"timber wolf, grey wolf, gray wol","logging, lumber, teak, wood, log"
n02114548,"white wolf, Arctic wolf, Canis l","black, brown, red, _____________"
n02114712,"red wolf, maned wolf, Canis rufu","yellow, blue, pink, green, white"
n02114855,"coyote, prairie wolf, brush wolf","wile, bobcat, wolf, pyoot, shmah"
n02115096,"jackal, Canis aureus","oly-2004-weightlifting, kd97, kd"
n02115335,wild dog,"animals, boar, boars, piyanart, "
n02115641,"dingo, warrigal, warragal, Canis","dingoes, frisky, oly-2004-cyclin"
n02115913,"dhole, Cuon alpinus","kd96, mangxamba, k586-1, kd94, k"
n02116738,"African hunting dog, hyena dog, ",
